entity_id,true_label,predicted,confidence,"prob__Alanine, aspartate and glutamate metabolism",prob__Amino sugar and nucleotide sugar metabolism,prob__Arachidonic acid metabolism,prob__Arginine and proline metabolism,prob__Arginine biosynthesis,prob__Ascorbate and aldarate metabolism,prob__Biosynthesis of unsaturated fatty acids,prob__Biotin metabolism,prob__Butanoate metabolism,prob__Caffeine metabolism,prob__Citrate cycle (TCA cycle),prob__Cysteine and methionine metabolism,prob__D-Amino acid metabolism,prob__Drug metabolism - cytochrome P450,prob__Drug metabolism - other enzymes,prob__Ether lipid metabolism,prob__Fatty acid biosynthesis,prob__Fatty acid degradation,prob__Folate biosynthesis,prob__Fructose and mannose metabolism,prob__Galactose metabolism,prob__Glutathione metabolism,prob__Glycerolipid metabolism,prob__Glycerophospholipid metabolism,"prob__Glycine, serine and threonine metabolism",prob__Glycolysis or Gluconeogenesis,prob__Glyoxylate and dicarboxylate metabolism,prob__Histidine metabolism,prob__Linoleic acid metabolism,prob__Lysine degradation,prob__Nicotinate and nicotinamide metabolism,prob__One carbon pool by folate,prob__Pantothenate and CoA biosynthesis,prob__Pentose and glucuronate interconversions,prob__Pentose phosphate pathway,prob__Phenylalanine metabolism,"prob__Phenylalanine, tyrosine and tryptophan biosynthesis",prob__Porphyrin metabolism,prob__Primary bile acid biosynthesis,prob__Propanoate metabolism,prob__Purine metabolism,prob__Pyrimidine metabolism,prob__Pyruvate metabolism,prob__Retinol metabolism,prob__Riboflavin metabolism,prob__Sphingolipid metabolism,prob__Starch and sucrose metabolism,prob__Steroid biosynthesis,prob__Steroid hormone biosynthesis,prob__Tryptophan metabolism,prob__Tyrosine metabolism,prob__Ubiquinone and other terpenoid-quinone biosynthesis,"prob__Valine, leucine and isoleucine biosynthesis","prob__Valine, leucine and isoleucine degradation",prob__Vitamin B6 metabolism
IK_PVNIIMVLHYAWGP-UHFFFAOYSA-N,Nicotinate and nicotinamide metabolism,Nicotinate and nicotinamide metabolism,0.19415045,0.001183162,0.04063989,0.11288371,2.61106e-05,4.8311435e-05,0.1443819,0.00035087435,0.0008174612,0.0002466416,0.019419651,0.00027855037,0.0018246921,5.706333e-05,0.009953712,0.020949468,0.007532504,2.8017368e-05,0.009840776,0.0054316497,0.00080495875,0.058311816,0.0038973098,4.2587853e-06,0.0012061698,0.0002533745,1.7777046e-06,0.0008361347,0.002194597,0.0025315047,0.0001261603,0.19415045,0.050233122,0.017952757,0.0021691117,0.001746695,0.00027545198,2.9302197e-07,6.4407104e-05,0.00017717268,0.0019850812,0.10169874,3.899645e-06,0.007585861,5.052557e-05,2.4673347e-05,0.0035121152,0.0047660503,0.00019246517,4.646652e-06,3.6096153e-05,1.5984875e-06,1.2502926e-05,9.480337e-05,0.000734904,0.16646424
IK_PZPIQUZUJADGQZ-NSCUHMNNSA-N,Glycerophospholipid metabolism,Drug metabolism - cytochrome P450,0.2847586,0.00063026184,0.00060883566,0.0018970385,0.00029412578,0.0013695108,0.068193674,0.00015984442,0.0006402325,0.004071786,0.00024879235,0.005455349,0.0001147871,0.00091284,0.2847586,8.427933e-05,0.0020357028,0.0011867798,0.031557966,0.0027304918,0.00018788484,0.0020181097,0.017006436,0.0046388423,0.029592896,0.00082660024,8.702301e-05,0.0027975703,0.0010169471,0.09138739,0.00046064198,0.003145354,0.0037379654,0.0014217523,0.00026092393,0.008597407,0.01770017,0.018401429,0.001884315,0.14363572,0.00054338004,0.001853677,0.018707927,0.0009557936,0.015505883,0.00010113756,0.019008644,0.0009905585,0.0044473424,0.13640125,0.014926676,0.014080636,0.004678914,8.563512e-05,0.0004913845,0.011464745
IK_PZRFVAHZNWPPAC-VBKSFVIKSA-N,Purine metabolism,Glycerophospholipid metabolism,0.72680944,0.029305493,7.5158474e-05,0.0007995254,0.00058028224,4.6630925e-05,0.0024998137,0.00025956912,0.0010350412,3.411617e-07,4.6884114e-05,4.641494e-05,1.4982889e-05,1.2776233e-06,0.00010036274,1.4919226e-05,0.004302205,8.476421e-05,0.0015733637,0.00044315116,7.3913274e-05,0.00016369407,6.218201e-05,2.4608931e-07,0.72680944,0.011134621,9.167836e-05,2.6766281e-06,1.0616823e-05,0.07146227,4.596414e-05,0.022473007,0.004706104,0.05786636,3.8911e-06,5.426329e-06,2.601417e-06,1.4885898e-05,1.5979469e-05,0.0024667194,1.8246525e-06,0.013707202,1.2057877e-05,6.3116095e-06,5.8536436e-05,1.644698e-05,0.028415535,6.0810444e-06,0.00029287484,0.010909526,0.0001752995,0.0071367566,7.641273e-06,5.6645982e-05,4.490182e-07,0.00055441563
IK_QCDYOIZVELGOLZ-UHFFFAOYSA-N,Tryptophan metabolism,Drug metabolism - cytochrome P450,0.039939713,0.012400932,0.0145302005,0.021497112,0.008989048,0.017840931,0.030296804,0.011175747,0.013098501,0.023383474,0.009746554,0.026172694,0.011650071,0.012687189,0.039939713,0.01115003,0.015671493,0.01630614,0.027613902,0.017660236,0.009098203,0.022441097,0.025286755,0.01714578,0.023056004,0.009955357,0.0059930496,0.020624429,0.015686229,0.030470204,0.010622921,0.018132381,0.029742535,0.013883263,0.01366327,0.026648385,0.024883747,0.016061964,0.01606885,0.023479464,0.018030131,0.018807491,0.018726978,0.019967144,0.025035886,0.007054601,0.022449948,0.016629376,0.015122959,0.017616421,0.022689154,0.01116155,0.015562273,0.005431726,0.014710814,0.03624893
IK_QHVMVGMCKWPDHT-UHFFFAOYSA-N,Linoleic acid metabolism,Sphingolipid metabolism,0.07369904,0.010811884,0.01062883,0.0064215898,0.00089011475,0.0009620884,0.036671877,0.0015678619,0.01332709,0.008343967,0.0013748743,0.004503604,0.0011230744,0.0011248044,0.0075628855,0.0030885239,0.023570064,0.0029729526,0.0138182035,0.025224397,0.018122938,0.032314837,0.063355744,0.001937306,0.046157405,0.006848342,0.02211312,0.0068084295,0.0033011416,0.059627533,0.0022401002,0.0040597017,0.041789472,0.01124317,0.0025241945,0.014304769,0.002551456,0.0021566036,0.0371085,0.05034327,0.0060288217,0.0063785794,0.01641964,0.007968854,0.07284603,0.028265176,0.07369904,0.022810772,0.05032938,0.034638505,0.008258531,0.009802042,0.0009819508,0.00065505883,0.001293224,0.056727678
IK_QIBZFHLFHCIUOT-NPBIGWJUSA-N,Glycerophospholipid metabolism,Linoleic acid metabolism,0.991629,4.638091e-08,1.8712542e-12,2.892978e-10,8.260629e-12,3.2429834e-12,0.0004306581,2.8578412e-13,1.2167231e-10,1.8612853e-14,1.2384469e-13,4.232036e-12,7.6495434e-16,3.4235304e-15,1.7460676e-05,6.2773823e-16,8.604816e-08,9.448895e-13,8.515357e-05,1.882749e-09,5.0836256e-13,5.3439336e-11,1.1618766e-09,2.3737815e-15,0.006899528,7.561686e-10,2.7267435e-12,1.008495e-14,3.2583938e-14,0.991629,8.5748444e-13,5.209448e-06,7.850357e-09,6.886587e-07,1.295238e-16,1.0197028e-12,5.870966e-11,6.8608405e-12,3.0143853e-13,4.873166e-05,6.20432e-16,1.2475707e-08,4.1201962e-11,2.7286762e-14,1.4330577e-09,7.4099613e-13,1.415945e-05,4.9682484e-14,2.6641937e-08,0.0008502013,4.1706427e-10,1.9122468e-05,7.907148e-12,2.5596799e-14,7.342976e-17,1.5192978e-08
IK_QZAYGJVTTNCVMB-UHFFFAOYSA-N,Tryptophan metabolism,Tryptophan metabolism,0.35745978,4.100286e-05,7.7054614e-07,1.5679107e-06,5.2326504e-05,0.014916574,2.77105e-05,2.4251605e-07,4.1259315e-07,0.0006154985,1.102738e-06,0.16627136,9.2659306e-05,0.14124247,4.370505e-05,3.7754422e-08,3.5324074e-08,0.00013832614,1.5899595e-08,1.193785e-07,1.8314872e-09,3.3878385e-07,0.01401803,0.120832525,0.0001264504,1.0873767e-05,4.6606036e-10,0.001318458,0.0021207673,7.146471e-05,0.003019895,3.1154948e-07,0.000569324,4.514041e-07,0.0004192073,0.0005312268,0.0059934966,0.07074413,2.3395912e-06,0.00020992903,4.4826218e-05,2.2991046e-07,0.09289848,0.00016454066,5.843074e-05,1.8679121e-10,8.114781e-07,6.9927673e-06,2.4124137e-07,0.00028535904,0.35745978,0.00095400494,0.0036226488,2.765039e-05,0.0010346815,6.212412e-06
IK_REAZZDPREXHWNV-UHFFFAOYSA-N,Glycerophospholipid metabolism,Linoleic acid metabolism,0.13656875,0.013468335,0.005314385,0.0024934402,0.00036633865,0.0003320482,0.062798925,0.00030912537,0.012086454,0.0023371235,0.00040443227,0.0017796352,0.00029441738,0.00038718042,0.0038672674,0.0010118224,0.032866586,0.0004016171,0.0076683685,0.028303783,0.018795282,0.016659755,0.054490566,0.0006150677,0.0640558,0.0032843633,0.02594114,0.0014517371,0.0009223346,0.13656875,0.0010899554,0.0030363884,0.028488442,0.008296069,0.0005906742,0.004350925,0.0006792967,0.0006163081,0.015914245,0.056817334,0.0015745747,0.004586666,0.009434524,0.0024253987,0.070741154,0.037948087,0.06322377,0.007182442,0.07929759,0.04934207,0.0034130053,0.013435519,0.00019695534,0.00022199325,0.00021407628,0.037606526
IK_RFDAIACWWDREDC-FRVQLJSFSA-N,Primary bile acid biosynthesis,Primary bile acid biosynthesis,0.98202413,3.6974943e-14,9.2848465e-11,3.6290936e-13,6.2360945e-19,1.0419588e-16,0.0157401,5.7134625e-20,7.3643605e-11,1.1504604e-07,1.4173714e-15,5.1945587e-10,3.270574e-17,1.4667897e-13,2.336753e-05,9.128539e-16,2.4210831e-09,8.525365e-17,6.7722854e-09,1.3226042e-07,7.4085743e-10,5.819434e-08,0.0012338732,7.7359105e-11,4.870369e-07,5.4721375e-13,5.763113e-11,3.9668704e-10,4.8884792e-11,4.7936403e-05,1.3276381e-14,1.39616e-13,9.251683e-11,7.70228e-12,6.2247223e-15,2.5585434e-06,2.106339e-10,8.056666e-11,3.3652466e-06,0.98202413,1.09785115e-11,2.3397338e-13,4.3544856e-05,1.5987364e-10,0.0007751255,1.3144861e-09,1.3007178e-07,4.1209493e-08,2.2013606e-05,8.2852115e-05,3.182185e-10,1.9919533e-10,4.0197822e-14,5.7216667e-19,5.060743e-14,3.4556876e-07
IK_RHQQHZQUAMFINJ-DTDWNVJFSA-N,Steroid hormone biosynthesis,Steroid hormone biosynthesis,0.70595115,4.9942096e-06,6.951514e-07,4.3031805e-06,5.155311e-07,2.8480829e-06,0.02123332,7.9800536e-08,1.37252e-06,2.4616238e-05,1.3037553e-07,3.753947e-05,2.154632e-08,1.337515e-06,0.0225559,8.3286125e-09,2.219002e-05,4.1168396e-06,0.0012036592,3.707273e-05,2.10231e-07,5.430571e-06,0.0006297374,3.8813927e-05,0.014327937,4.2866695e-06,1.2023821e-07,8.564305e-06,1.9109877e-06,0.1129557,1.0221038e-06,1.6028223e-05,2.6901318e-05,1.2100688e-05,9.758727e-08,3.6810055e-05,0.00017029954,0.0014342444,6.8829645e-06,0.1025595,4.2843254e-07,7.095577e-06,0.0012857968,7.1150953e-07,0.0011602676,1.8987987e-07,0.0031018467,1.7036646e-06,0.00010532362,0.70595115,0.0010792124,0.009805774,2.8418033e-05,1.4234358e-07,1.8960104e-07,0.0001003353
IK_RJTYSXVYCZAUHE-UHFFFAOYSA-N,Glycerophospholipid metabolism,Cysteine and methionine metabolism,0.10450394,0.014952558,0.01862856,0.024868047,0.007053664,0.033594586,0.012709804,0.0031630746,0.002390808,0.0128118275,0.030727282,0.04613397,0.10450394,0.06435001,0.0025256204,0.01355184,0.0009571888,0.005119101,0.0002997719,0.0014094824,0.0004802177,0.009484882,0.014332627,0.011740136,0.0021194192,0.0029536795,1.3822173e-05,0.019553691,0.07788532,0.0018874778,0.050710082,0.006193602,0.07114393,0.003540628,0.084349565,0.012498767,0.012023595,0.0023953605,0.00030322338,0.0003947745,0.035037816,0.009855297,0.0015003419,0.056157988,0.0003122943,2.6855356e-05,0.00052303466,0.009774314,8.243323e-05,0.00017630919,0.004092561,0.00028204534,0.0049673035,0.010205174,0.07099007,0.012260234
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,Purine metabolism,Glycerophospholipid metabolism,0.5255635,0.021448387,0.00019004365,0.0012178433,0.0012472897,0.00023947503,0.011494638,0.00036524324,0.0014908909,4.72135e-06,0.00010275587,0.00019995059,4.70439e-05,1.12966745e-05,0.0012378299,2.5540763e-05,0.0056232437,0.00022190677,0.00646218,0.0011051492,0.00015717171,0.0004683563,0.00024015062,3.6393483e-06,0.5255635,0.007534195,0.00026014633,1.5226743e-05,5.8101377e-05,0.22965035,0.00015378509,0.033848293,0.0048876256,0.04154632,1.3435593e-05,3.5874404e-05,3.88082e-05,0.0001026221,5.7912574e-05,0.0075345472,9.567169e-06,0.009803755,8.8828034e-05,3.1633306e-05,0.0003081875,6.810681e-05,0.028798832,3.153854e-05,0.00095083646,0.029866999,0.00061928545,0.022987127,7.9777026e-05,9.808841e-05,3.6697534e-06,0.0013484693
IK_RYCNUMLMNKHWPZ-SNVBAGLBSA-N,Glycerophospholipid metabolism,Glycerophospholipid metabolism,0.93794113,0.005706631,3.9951468e-07,5.9347265e-05,5.2748823e-05,3.2090398e-07,1.4680431e-05,4.3159092e-05,1.8348876e-05,3.175636e-11,6.5119445e-07,2.2539732e-07,8.6019135e-08,7.0633016e-10,4.1286546e-07,1.0441602e-07,5.2534557e-05,1.0142561e-05,4.309152e-05,1.7998309e-06,1.10649594e-07,1.2491975e-06,7.342564e-08,2.8882854e-11,0.93794113,0.012015748,6.401062e-08,3.1347291e-09,4.3259078e-08,0.0035873782,1.3500637e-07,0.0036275212,0.00062301214,0.022332415,8.962707e-09,6.3117076e-09,2.3817124e-09,6.98712e-08,2.7515977e-08,3.9193463e-05,1.1617461e-09,0.0035517178,1.0062022e-08,6.4536625e-09,4.1314095e-08,4.448861e-09,0.009717439,7.656754e-09,3.6434278e-07,0.0003308777,3.1417583e-06,0.00021692227,4.458692e-08,1.6938932e-06,2.6569605e-10,4.960988e-06
IK_RYYVLZVUVIJVGH-UHFFFAOYSA-N,Caffeine metabolism,Caffeine metabolism,0.99660385,1.821567e-09,0.0016503237,4.849142e-06,4.3786402e-16,5.0581363e-17,3.7867862e-10,8.546554e-14,5.7663974e-11,2.651905e-14,0.99660385,2.6141608e-13,0.0016410734,1.41727645e-14,4.1535627e-22,3.30214e-05,1.1114374e-12,3.1042087e-17,2.1905852e-23,6.228873e-12,4.39686e-12,2.933987e-06,7.156976e-14,5.0853697e-20,4.5948058e-14,1.8779824e-12,1.1015532e-25,2.037723e-11,6.396672e-07,3.694853e-19,5.3890625e-10,4.1233362e-12,2.840561e-07,1.3448619e-09,1.6921286e-06,1.9519053e-13,1.3394266e-21,4.679338e-22,5.2309687e-20,1.5055673e-21,1.8625348e-06,5.909588e-05,2.7043634e-22,1.8325723e-07,5.93925e-22,2.6907683e-23,6.049489e-14,1.7295804e-08,4.2086982e-23,3.1275195e-23,1.6274299e-19,1.4922766e-24,1.12376486e-23,1.1820979e-07,3.2237168e-11,8.275094e-10
IK_SGNZYJXNUURYCH-UHFFFAOYSA-N,Tyrosine metabolism,Arginine biosynthesis,0.18939216,0.015928099,0.00025023712,0.0026566493,0.052818645,0.18939216,0.0040483885,0.0013029239,0.0003082293,0.0011413272,0.00076388643,0.05459008,0.0020262995,0.040631365,0.025208358,0.00012254062,0.00028143756,0.01648087,0.0013250154,0.00017950425,8.802808e-06,0.0001684071,0.006443523,0.04500826,0.018172503,0.0046503902,1.7999228e-06,0.002780447,0.003814742,0.023297489,0.011486273,0.007856168,0.032644756,0.0019717414,0.0036601548,0.0021440312,0.0655756,0.056796197,7.858832e-05,0.0025567748,0.00074365985,0.0030092543,0.010003387,0.0014678395,0.0004087115,1.3889426e-06,0.00083946815,0.00027142992,5.7044996e-05,0.00874479,0.07672392,0.06106644,0.12635861,0.0030464458,0.007445469,0.001239387
IK_SHGAZHPCJJPHSC-YCNIQYBTSA-N,Retinol metabolism,Porphyrin metabolism,0.23077935,5.3838077e-05,0.0062791286,2.3588085e-05,5.692959e-06,3.931451e-05,0.0032960025,5.813151e-07,0.0026045544,0.019714102,0.00017376798,0.04405655,0.0009811976,0.0029668326,8.9734494e-05,8.767694e-05,0.00015212543,2.4319264e-05,1.962451e-06,0.0027567155,0.0035174515,0.02320152,0.08372191,0.0024948888,0.0010640023,9.434933e-05,0.0025354056,0.016506454,0.04852042,0.0010723509,0.000513728,3.3450679e-06,0.0004533052,6.160263e-05,0.0009861287,0.051945765,0.00018846388,0.0013565685,0.23077935,0.01698927,0.008370047,1.4664079e-05,0.15739472,0.021098806,0.096026406,0.0044656727,0.00020673977,0.13380452,0.0035431716,0.0010459741,0.001277838,7.927526e-05,5.1017363e-05,8.680137e-06,0.002113496,0.0011850116
IK_SIKJAQJRHWYJAI-UHFFFAOYSA-N,Tryptophan metabolism,Drug metabolism - cytochrome P450,0.2846835,0.001798898,0.0002482563,0.002556679,0.004046504,0.01639518,0.013050365,0.0007276798,0.00021241799,0.0012752545,0.0005011497,0.016117467,0.00023375053,0.0032183398,0.2846835,4.2536565e-05,0.0005735322,0.010988435,0.019672472,0.00056012935,1.4468266e-05,0.00038098072,0.0051246495,0.01005559,0.03831831,0.0012738768,5.5359515e-06,0.0029059667,0.0014702221,0.077481985,0.00091877714,0.0064771385,0.006841046,0.0015764857,0.00044887932,0.0033762746,0.0712757,0.08480282,0.00027487308,0.024502933,0.0003869661,0.003587986,0.012585219,0.00064444734,0.0022932766,3.5016212e-06,0.007952882,0.00023259709,0.00030742618,0.09278279,0.049216893,0.061632656,0.04902488,0.00025469007,0.0013194536,0.0033453566
IK_SKGLAZSLOGYCCA-PEFXOJROSA-N,Glycerophospholipid metabolism,Sphingolipid metabolism,0.25497368,0.014191506,0.003940449,0.0066418517,0.00018539515,9.315516e-05,0.021972585,0.0011435237,0.006301764,0.0006900824,0.00034900874,0.00039109925,0.00011637081,5.448295e-05,0.0013755565,0.0010741275,0.027469905,0.0013237343,0.017351855,0.013738404,0.008485949,0.015619179,0.033410966,6.161222e-05,0.09408737,0.005667946,0.010466673,0.00079574704,0.00028254482,0.09154463,0.00036906233,0.0028575829,0.07534449,0.011705591,0.00036280716,0.0018672916,0.00027644116,0.00015683055,0.009552801,0.027284322,0.000954779,0.0070826355,0.0027337573,0.0013477004,0.030687489,0.016760642,0.25497368,0.0057436796,0.045902103,0.02586634,0.002705789,0.0055945795,7.3463685e-05,0.00018700458,5.8860634e-05,0.0907228
IK_SRXKAYJJGAAOBP-UHFFFAOYSA-N,Steroid hormone biosynthesis,Arginine biosynthesis,0.6004468,0.008405876,8.3409374e-10,9.285814e-08,0.0072308243,0.6004468,1.3907807e-08,1.4537089e-07,2.177113e-10,9.800494e-09,1.7832869e-07,0.002140275,0.0005346995,0.20364088,1.0040712e-09,6.8879964e-11,1.5845299e-12,5.318263e-05,8.1804816e-14,1.254676e-13,5.7173237e-15,9.079655e-12,9.572331e-06,0.00014907047,1.525321e-06,1.4571624e-05,2.1566387e-17,7.8970636e-08,4.397103e-05,1.0957359e-07,0.16448191,9.036167e-09,0.008799866,1.2097564e-08,8.44675e-05,9.274552e-09,1.9311889e-05,4.2061176e-05,3.5229676e-14,1.3035617e-10,2.0247246e-08,1.12312435e-08,4.4008914e-07,2.6575407e-07,1.6074578e-12,1.0969113e-18,9.203491e-11,1.4519416e-10,2.2618536e-14,9.892401e-10,0.0021717725,3.1836065e-05,0.00017171919,0.0014979366,2.6332837e-05,1.5008691e-09
IK_SSBCZTXGVMMZOT-NBBHSKLNSA-N,Steroid hormone biosynthesis,Linoleic acid metabolism,0.39029455,0.0025913918,0.00039705957,0.0011618171,0.00020048532,0.0002906801,0.0948118,0.00011795972,0.0010258345,0.00044307535,0.0001087938,0.0005973226,4.035711e-05,8.115491e-05,0.03526439,4.662997e-05,0.0065272735,0.00030523314,0.03580593,0.0038307898,0.0004970544,0.0016101,0.006205379,0.00021738437,0.09310463,0.0009932668,0.00046565026,0.00023211548,0.00015633786,0.39029455,0.0002468116,0.0063895313,0.0042534685,0.005706831,4.4820303e-05,0.00084016926,0.0013263047,0.0011716643,0.0005894682,0.07060514,9.000995e-05,0.0026516889,0.0023509606,0.00020196922,0.008750468,0.00051174464,0.039078515,0.00028259942,0.008386305,0.13632792,0.0030100287,0.020093083,0.00046048628,6.207113e-05,3.476994e-05,0.009108702
IK_SXFSQZDSUWACKX-UHFFFAOYSA-N,Cysteine and methionine metabolism,One carbon pool by folate,0.24587484,0.1154179,0.0007825314,0.0093119545,0.06259616,0.15386865,0.0012380406,0.006606429,0.00020962427,0.0004206258,0.005845699,0.023824308,0.04732609,0.070249446,0.00034409156,0.00074482226,4.0282393e-05,0.017352963,2.1304315e-05,2.1818852e-05,4.5423576e-06,0.00017840616,0.0020084672,0.0032426086,0.0033058838,0.009937269,7.3533464e-08,0.0012923582,0.016658798,0.00089650694,0.09292703,0.0028918148,0.24587484,0.0013827854,0.021694446,0.0004803065,0.0050218757,0.0016056455,2.1929866e-06,2.8978702e-05,0.0015925252,0.0036244479,0.00012601395,0.0034122344,4.7678004e-06,6.327662e-08,0.0001566993,0.00019592681,9.2711946e-07,4.5043467e-05,0.005973602,0.0009915179,0.0073517896,0.034841303,0.015255291,0.0007703222
IK_TUHVEAJXIMEOSA-UHFFFAOYSA-N,Arginine and proline metabolism,D-Amino acid metabolism,0.43428823,0.0033916102,9.967093e-06,7.6628974e-05,0.0038616853,0.25264117,6.7229754e-05,2.9503317e-05,2.872489e-06,0.00027333482,6.693336e-05,0.08147498,0.0031321219,0.43428823,7.7677905e-05,2.1167523e-06,2.3712684e-07,0.0018917127,1.924521e-07,2.0363393e-07,1.215698e-08,1.519672e-06,0.0040359227,0.039565895,0.0002514654,0.00019182418,3.6876943e-10,0.0008429244,0.004145944,0.0001057961,0.06049388,1.8390461e-05,0.014165936,1.0402738e-05,0.0053444346,0.00024200772,0.012271012,0.012170068,2.1551067e-07,1.4990831e-05,0.000119647506,1.4515817e-05,0.0017406361,0.00067643344,1.8429358e-06,1.4205537e-10,1.0313178e-06,7.875242e-06,4.935495e-08,2.9995605e-05,0.039185707,0.00058200426,0.012390325,0.0011690498,0.008892324,2.7387132e-05
IK_UAKTZILOYPPNCD-UHFFFAOYSA-N,Glycerophospholipid metabolism,Sphingolipid metabolism,0.15960623,0.017725626,0.008092287,0.003411674,0.00020056043,9.351112e-05,0.017442318,0.00041849303,0.015438737,0.0007331632,0.00046764233,0.0006703809,0.00024737604,9.787444e-05,0.0003972631,0.0013746521,0.033261847,0.0005585705,0.003079047,0.024312565,0.026622485,0.031215783,0.052253146,0.00010442818,0.076354206,0.004833132,0.02811616,0.0010593273,0.00054837076,0.067136124,0.00063090696,0.001288811,0.06463788,0.00982791,0.00066090364,0.002692333,0.00010723029,0.00013267162,0.025227094,0.022841709,0.0017558988,0.0063635316,0.005348229,0.0022818742,0.061773237,0.05336485,0.15960623,0.014351231,0.061987624,0.018650474,0.0022019073,0.006631849,3.8637398e-05,0.00022529926,7.7942954e-05,0.061026905
IK_UGQMRVRMYYASKQ-KQYNXXCUSA-N,Purine metabolism,Sphingolipid metabolism,0.9786124,1.0435639e-06,5.793793e-10,0.011915125,2.4299647e-15,7.123282e-17,6.654638e-10,0.0007293509,7.199714e-11,4.403111e-19,1.2284383e-08,1.76032e-17,3.7328653e-13,8.018167e-21,1.1344872e-15,2.1577153e-09,6.905388e-09,1.2843634e-08,2.323314e-08,1.2471724e-11,1.6897294e-12,1.7902835e-09,4.691457e-13,5.6655446e-24,0.00016271467,2.2270297e-06,1.4608652e-18,8.1304905e-15,1.0265908e-15,3.0668768e-10,1.7838734e-15,1.6091569e-07,0.0014108914,8.382285e-06,1.0726652e-12,6.68094e-17,1.1238248e-18,4.885263e-20,1.2733202e-17,8.841428e-13,3.9681028e-12,0.007123295,5.020879e-20,4.9853578e-14,4.4469408e-15,4.498222e-17,0.9786124,4.3029968e-13,6.3195425e-12,2.8024444e-13,4.425582e-12,1.34777485e-14,3.354915e-19,6.916905e-10,2.9042359e-18,3.4429464e-05
IK_ULTTYPMRMMDONC-UHFFFAOYSA-N,Purine metabolism,Linoleic acid metabolism,0.35357276,0.0074947565,0.0009598499,0.0008072447,0.00028426724,0.00012715084,0.058931075,8.7085995e-05,0.0023715394,0.0003778583,9.0907786e-05,0.00096441706,6.0644106e-05,8.451715e-05,0.0015970503,6.7650355e-05,0.011802711,0.00013198944,0.0032738545,0.010250609,0.0016476596,0.0033474127,0.015859652,0.00019553216,0.12354081,0.0012073565,0.0036611203,0.00021789769,0.00032191427,0.35357276,0.00037528054,0.0013009503,0.0121500455,0.0040912447,9.31334e-05,0.0006488061,0.00018789321,0.00058402686,0.0021681369,0.06003189,0.00024415686,0.0021461393,0.0052412353,0.00027196432,0.03146124,0.0048882924,0.05590986,0.0008932663,0.0223142,0.14304234,0.0029853564,0.035695594,6.902728e-05,9.253129e-05,2.3506345e-05,0.009752576
IK_UYQGVDXDXBAABN-FQSPHKRJSA-N,Arginine and proline metabolism,Vitamin B6 metabolism,0.16331348,0.0069632134,0.012540877,0.032168783,0.00054149673,0.00088001625,0.053612325,0.0057691694,0.0067724674,0.007927577,0.003708863,0.0034616236,0.0015334114,0.000667023,0.022948017,0.0057898774,0.021068273,0.0059746457,0.07547455,0.015881373,0.008270836,0.03026051,0.03829844,0.0005644654,0.03325454,0.0050356817,0.0039365245,0.0075496845,0.002795738,0.04075923,0.0014955305,0.010528166,0.058605265,0.014150897,0.002917332,0.0135488175,0.0042376714,0.0006440612,0.013486391,0.033327624,0.008072726,0.015701335,0.0048848116,0.009254589,0.026895773,0.007048447,0.084597744,0.014628464,0.03866414,0.008107733,0.0062291054,0.001994709,0.00083170563,0.00079081906,0.0016334703,0.16331348
IK_VISAJVAPYPFKCL-UHFFFAOYSA-N,Tyrosine metabolism,Tyrosine metabolism,0.5954311,0.0049261525,2.3334508e-06,7.591285e-05,0.046940833,0.08108766,0.000404046,7.677789e-05,4.093202e-06,1.8606066e-05,1.2879579e-05,0.0062774764,8.1749895e-05,0.005824275,0.0017453381,2.6805716e-07,8.676315e-06,0.002769994,3.3060514e-05,1.7849452e-06,2.555765e-08,9.581871e-07,0.0005274314,0.008195271,0.011714813,0.0014741636,1.2799138e-08,5.765229e-05,0.00013810612,0.008075424,0.0018391878,0.00051934744,0.004703187,0.0001934355,0.00015079677,3.8473772e-05,0.008529713,0.025222491,6.595152e-07,0.0006369388,7.666772e-06,0.00018074398,0.0030605341,1.3084462e-05,2.8221633e-05,4.7128164e-09,0.00021689567,2.3209182e-06,4.3123787e-06,0.0051447595,0.1188009,0.5954311,0.0540163,0.00063215574,0.00011768876,3.3421173e-05
IK_VZCYOOQTPOCHFL-OWOJBTEDSA-N,Arginine biosynthesis,Citrate cycle (TCA cycle),0.46923605,1.5850275e-05,0.0001785525,1.1834571e-05,3.7361783e-06,0.0017425282,0.00018872484,6.480377e-08,4.3881305e-06,0.00658755,9.675566e-05,0.46923605,0.0073494823,0.19731861,8.092973e-06,3.86266e-06,5.1427893e-08,9.652953e-06,2.5820568e-09,9.592984e-07,9.5429485e-08,8.029155e-05,0.018645082,0.0064437804,1.3070225e-05,4.5573756e-06,5.478142e-10,0.008256238,0.19078486,5.756977e-06,0.008197001,2.2960889e-07,0.00047205584,6.60791e-07,0.0076519265,0.00950002,0.00080954516,0.0009852564,1.2756452e-05,2.7111104e-05,0.0023456265,7.629486e-07,0.0052737906,0.025281293,1.1088347e-05,6.669845e-10,4.5898922e-08,0.0006890652,2.9661148e-08,1.1153418e-06,0.0009188294,2.8716883e-07,0.00011606805,7.171571e-06,0.030673286,3.4439727e-05
